exists,readable,duration,sample_rate,channels,is_empty,low_volume,long_silence,reason,audio_id,audio_path
True,True,2.82,48000,1,False,True,False,low_volume,12828,dev/1743907afc97b79e18fc42bb4a935c4a.wav
True,True,4.92,48000,1,False,True,False,low_volume,2742,dev/fa5a3e81386a03216ea3f41b34485eb0.wav
True,True,4.98,48000,1,False,True,False,low_volume,10367,dev/82656382049376301174a2d881ac4db0.wav
True,True,4.5,48000,1,False,True,False,low_volume,2088,dev/98393d530cabebc1d38116f63b588654.wav
True,True,7.595833333333333,48000,1,False,False,True,long_silence,14745,dev/cae7dfbe3a63c87c0a778b3bb5dbb5ad.wav
True,True,2.94,48000,1,False,True,False,low_volume,4551,dev/05aff2f63e0f6b78b19350d31e5217e3.wav
True,True,1.8,48000,1,False,True,False,low_volume,11399,dev/de3231737251274360415626b96c6892.wav
True,True,4.68,48000,1,False,True,False,low_volume,8842,dev/7b29d5501d91d190901ce9e9effbb117.wav
True,True,3.18,48000,1,False,True,False,low_volume,9518,dev/136632e8cfe09603115346aa581aa1a1.wav
True,True,2.52,48000,1,False,True,False,low_volume,12136,dev/5f5c933783ef87f112cea2e8448bd4dd.wav
True,True,3.12,48000,1,False,True,False,low_volume,14458,dev/12d06c96924e757fc8a0d2871d64c173.wav
True,True,3.72,48000,1,False,True,False,low_volume,15867,dev/bcc5549b8604395a1e7534c38da48121.wav
True,True,1.44,48000,1,False,True,False,low_volume,523,dev/b30acdc7c54b93e86ff646209bb7a276.wav
True,True,2.46,48000,1,False,True,False,low_volume,1346,dev/7edb987740209aa5968d5c83eafa2856.wav
True,True,3.3,48000,1,False,True,False,low_volume,16104,dev/892baaf5d1123257b3925b2c58db22a3.wav
True,True,4.92,48000,1,False,True,False,low_volume,16795,dev/c8842a64f0414cddf5ada3dd31e7b75a.wav
True,True,3.3,48000,1,False,True,False,low_volume,3471,dev/bae19fb82df3e47e1da06e0f67423d3b.wav
True,True,2.22,48000,1,False,True,False,low_volume,346,dev/559c8a1b0879aaf8194058b12e80e654.wav
True,True,8.2465,48000,1,False,False,True,long_silence,966,dev/e5a378ac957f1548acb05dc1177275b4.wav
True,True,4.44,48000,1,False,True,False,low_volume,13517,dev/512b693fc7e8e9b4fc5f6fb8124b9309.wav
True,True,2.4,48000,1,False,True,False,low_volume,5478,dev/032f697efbcb4fd0976556d00189c282.wav
True,True,3.6,48000,1,False,True,False,low_volume,8208,dev/556c528f2c6100de2e985a5969d9cb7d.wav
True,True,3.42,48000,1,False,True,False,low_volume,5280,dev/c0dbffdcba64fc5c2173f3a0c18c3d20.wav
True,True,1.62,48000,1,False,True,False,low_volume,12944,dev/be4fb7672b54a28dcd27fba1d2b2a9c7.wav
True,True,2.04,48000,1,False,True,False,low_volume,5359,dev/a8d75bd82c465dfe3f709d4fe3aeda50.wav
True,True,2.58,48000,1,False,True,False,low_volume,2353,dev/99e1e238faa1ca8a0080cd55c7ce2ce6.wav
True,True,2.28,48000,1,False,True,False,low_volume,3530,dev/e135610e2db32c0fe728f9fcd29f84e6.wav
True,True,3.18,48000,1,False,True,False,low_volume,5556,dev/9bce7037bcd7a21fb632256c9cc0096b.wav
True,True,2.64,48000,1,False,True,False,low_volume,3721,dev/b6ae060fb4e193a74340a5e5ab42e619.wav
True,True,2.22,48000,1,False,True,False,low_volume,3968,dev/cd824e5779989742fe4db67cfffb7254.wav
True,True,3.72,48000,1,False,True,False,low_volume,7131,dev/940948c11c45e98e30ad7cff5a13ae02.wav
True,True,3.36,48000,1,False,True,False,low_volume,15868,dev/81143bf7e5a413ccfc726ac177f8e98f.wav
True,True,1.98,48000,1,False,True,False,low_volume,11440,dev/3b61b4d34b5301387b5a3aa67dcbfacb.wav
True,True,2.34,48000,1,False,True,False,low_volume,1621,dev/ef5777ef2d862681c1066859e9b60071.wav
True,True,3.78,48000,1,False,True,False,low_volume,7720,dev/6c81ccc4144a7fab2d918cf3bbbba939.wav
True,True,4.339833333333333,48000,1,True,False,False,empty_signal,16833,dev/13e913aa70aecfe14db33c4201102978.wav
True,True,2.22,48000,1,False,True,False,low_volume,13107,dev/5c406ccf8d3339c0eeaade6cb1edda3a.wav
True,True,4.44,48000,1,False,True,False,low_volume,16601,dev/c639483d77370996f840f8e0384b546c.wav
True,True,3.12,48000,1,False,True,False,low_volume,6599,dev/53954debefa4e444fd316fff8c2309d0.wav
True,True,2.28,48000,1,False,True,False,low_volume,517,dev/11c34ea57b8ebd09e506cf909c6d8eaf.wav
True,True,3.42,48000,1,False,True,False,low_volume,16037,dev/5eed8203bf808163629e1302a2dbf736.wav
True,True,9.54,48000,1,False,True,False,low_volume,9692,dev/a366f2f3b01c1ca75dc9159e10628f02.wav
True,True,3.18,48000,1,False,True,False,low_volume,5744,dev/596fae01f273e89d980c7629602d268c.wav
True,True,10.7345,48000,1,False,False,True,long_silence,2598,dev/7b30502bf76d079709b4ea9c614ab3fe.wav
True,True,1.8,48000,1,False,True,False,low_volume,807,dev/325f78557027789144af1686993a8334.wav
True,True,1.74,48000,1,False,True,False,low_volume,9310,dev/ac4d022c857578ae636511c00c833fbc.wav
True,True,2.4,48000,1,False,True,False,low_volume,8417,dev/27b5d775e7077212bf2774dc22c6f765.wav
True,True,2.7,48000,1,False,True,False,low_volume,4741,dev/506a05db94a086c909c8d7ce3c48ef85.wav
True,True,4.2,48000,1,False,True,False,low_volume,8622,dev/967d4f509b88b4751e90342c5b96131b.wav
True,True,3.66,48000,1,False,True,False,low_volume,7617,dev/0c2a7e9f6a8d273002ae951f5ba1e382.wav
True,True,3.24,48000,1,False,True,False,low_volume,4705,dev/c340249c82382288e5396e70ebf3ff04.wav
True,True,3.78,48000,1,False,True,False,low_volume,4546,dev/2f77313051cfffbe5bd7a5b4f0790dc3.wav
True,True,4.98,48000,1,False,True,False,low_volume,8127,dev/93d1266a1da353e407af6977bf5f81ad.wav
True,True,4.92,48000,1,False,False,True,long_silence,480,dev/2100b14f4ea24d3b90336f3d3775f395.wav
True,True,3.9,48000,1,False,True,False,low_volume,11178,dev/46cefdc45ae3c1d147e3466643df9e5f.wav
True,True,1.86,48000,1,False,True,False,low_volume,14669,dev/690d337d2da399180953a8a659f851a1.wav
True,True,3.84,48000,1,False,True,False,low_volume,10424,dev/35f7acb47d934efbd410d673be178ca5.wav
True,True,2.7,48000,1,False,True,False,low_volume,5025,dev/78e27409fb88739fe95aae3ab679a794.wav
True,True,3.12,48000,1,False,True,False,low_volume,9787,dev/53f6a7988090517281c79d03cec038fa.wav
True,True,4.38,48000,1,False,True,False,low_volume,3926,dev/77875b3b014c5c5ca43f826ebd718365.wav
True,True,2.04,48000,1,False,True,False,low_volume,15125,dev/029a145ee19a8f7fcc85b6fa294bdeb2.wav
True,True,1.56,48000,1,False,True,False,low_volume,12978,dev/19c1e6219046ea5dcb14f776925257f1.wav
True,True,2.28,48000,1,False,True,False,low_volume,11708,dev/d896d382e191f50d4fb642ba261e5b33.wav
True,True,2.16,48000,1,False,True,False,low_volume,13338,dev/499f27dd1ec1e3ac3e585b2d6ecaa2a2.wav
True,True,2.58,48000,1,False,True,False,low_volume,8714,dev/f8c346367d53fbf69f9364d0fbd3fcb9.wav
True,True,2.34,48000,1,False,True,False,low_volume,7977,dev/4f47256c26d68462a42251080575d321.wav
True,True,5.4,48000,1,False,True,False,low_volume,5142,dev/62d9f3a4d6489763f62dbc721dbb065d.wav
True,True,3.06,48000,1,False,True,False,low_volume,10157,dev/99ee2e2801b919410f5598e1d5ae456d.wav
True,True,2.94,48000,1,False,True,False,low_volume,8434,dev/9f6d816e040e1bdf1a83effadde287c3.wav
True,True,3.3,48000,1,False,True,False,low_volume,12044,dev/a3d9267011a56dee60c9080a1a330d4e.wav
True,True,2.52,48000,1,False,True,False,low_volume,12667,dev/c77c423e2368a2195381c0a45be0fd78.wav
True,True,2.22,48000,1,False,True,False,low_volume,3811,dev/16c18fcd19b1fae6733324fd7a23df61.wav
True,True,3.42,48000,1,False,True,False,low_volume,6912,dev/0fc72cf36d361123d723e2df163de00c.wav
True,True,3.48,48000,1,False,True,False,low_volume,13106,dev/c1b00f3ef5b64a0e1bc6035bfaecdf2d.wav
True,True,3.36,48000,1,False,True,False,low_volume,1268,dev/f883548c93f53b55aca0b5ba2ebedc8d.wav
True,True,2.04,48000,1,False,True,False,low_volume,7516,dev/94dd730fa3e13c4fd754f17007f14392.wav
True,True,5.449166666666667,48000,1,False,False,True,long_silence,601,dev/4f3022ad47a40eb0f803033a43486d04.wav
True,True,2.64,48000,1,False,True,False,low_volume,4277,dev/9b051e97279f7c8feb8c047b9cd459d1.wav
