audio_id,audio_path,processed_audio_path,success
15897,dev/14aa32bc7e81f8b3a525f0955fcc63f8.wav,processed/v1/audio/dev/14aa32bc7e81f8b3a525f0955fcc63f8.wav,True
6132,dev/7bf8375bbe8e75fbd46805f42b0189e2.wav,processed/v1/audio/dev/7bf8375bbe8e75fbd46805f42b0189e2.wav,True
2693,dev/a440e57a0aa2c7e9cfbe6d296362a0e2.wav,processed/v1/audio/dev/a440e57a0aa2c7e9cfbe6d296362a0e2.wav,True
9425,dev/0c6a1454f31843f837710865ba52c3bf.wav,processed/v1/audio/dev/0c6a1454f31843f837710865ba52c3bf.wav,True
16840,dev/687f07e902a909093bb6a987c80bcdb7.wav,processed/v1/audio/dev/687f07e902a909093bb6a987c80bcdb7.wav,True
11608,dev/75e569e0cf274957ef15fb2b94c377b8.wav,processed/v1/audio/dev/75e569e0cf274957ef15fb2b94c377b8.wav,True
2095,dev/c9535b44912a918b105098fdf666ebe3.wav,processed/v1/audio/dev/c9535b44912a918b105098fdf666ebe3.wav,True
5636,dev/a19864a69d5cfa271745acf23c7e0a83.wav,processed/v1/audio/dev/a19864a69d5cfa271745acf23c7e0a83.wav,True
15625,dev/02d094202f69f5a542522b159b2e9add.wav,processed/v1/audio/dev/02d094202f69f5a542522b159b2e9add.wav,True
12108,dev/1f683d259d1a017b047ddec39561324b.wav,processed/v1/audio/dev/1f683d259d1a017b047ddec39561324b.wav,True
16161,dev/f9f834fd4629c104df4bc7480d539fcb.wav,processed/v1/audio/dev/f9f834fd4629c104df4bc7480d539fcb.wav,True
9725,dev/4073f99c722160d857d6c171e562a1f7.wav,processed/v1/audio/dev/4073f99c722160d857d6c171e562a1f7.wav,True
2520,dev/643b0dcc6670bb1d5abdc06f4c10f241.wav,processed/v1/audio/dev/643b0dcc6670bb1d5abdc06f4c10f241.wav,True
14930,dev/4c5d7ec9a64610f5a20fefc9b45c4f32.wav,processed/v1/audio/dev/4c5d7ec9a64610f5a20fefc9b45c4f32.wav,True
1914,dev/971362071fe3df0f0056c5252ef64d1b.wav,processed/v1/audio/dev/971362071fe3df0f0056c5252ef64d1b.wav,True
3149,dev/5c88ced3ab68d7dd92b528ca820f8552.wav,processed/v1/audio/dev/5c88ced3ab68d7dd92b528ca820f8552.wav,True
11305,dev/6f3eb828ae79f0baa2cf2d423175ba87.wav,processed/v1/audio/dev/6f3eb828ae79f0baa2cf2d423175ba87.wav,True
5290,dev/e0238c32bd96c7fa43c6e775beb1ca45.wav,processed/v1/audio/dev/e0238c32bd96c7fa43c6e775beb1ca45.wav,True
271,dev/8bf892ad3d53db5938d4a26703d65a1f.wav,processed/v1/audio/dev/8bf892ad3d53db5938d4a26703d65a1f.wav,True
3973,dev/3c8ff5b96766037363ec0bca6306f54d.wav,processed/v1/audio/dev/3c8ff5b96766037363ec0bca6306f54d.wav,True
14593,dev/7373e100c5d07f0d674fa70708bad465.wav,processed/v1/audio/dev/7373e100c5d07f0d674fa70708bad465.wav,True
2879,dev/2442f4a2d83dcfd35bd02146c7d3e867.wav,processed/v1/audio/dev/2442f4a2d83dcfd35bd02146c7d3e867.wav,True
5113,dev/9dc37e13b6ce755b962917483ce993d9.wav,processed/v1/audio/dev/9dc37e13b6ce755b962917483ce993d9.wav,True
4317,dev/4862ac2777a63abe558e12557f0190c7.wav,processed/v1/audio/dev/4862ac2777a63abe558e12557f0190c7.wav,True
4942,dev/0a19125e8e0d38d96de65201428acf1b.wav,processed/v1/audio/dev/0a19125e8e0d38d96de65201428acf1b.wav,True
14868,dev/7f1c534ffb2d4fde306f02051517fbec.wav,processed/v1/audio/dev/7f1c534ffb2d4fde306f02051517fbec.wav,True
7893,dev/9d212f0085c45f4d0511e913f5324ed2.wav,processed/v1/audio/dev/9d212f0085c45f4d0511e913f5324ed2.wav,True
1548,dev/7db2b270988799bfdb5a9ed37f37af2c.wav,processed/v1/audio/dev/7db2b270988799bfdb5a9ed37f37af2c.wav,True
741,dev/57bc2094dbb5be917aedffa4c68db490.wav,processed/v1/audio/dev/57bc2094dbb5be917aedffa4c68db490.wav,True
5015,dev/b380d2d7245b37ce8d41a74bec397c21.wav,processed/v1/audio/dev/b380d2d7245b37ce8d41a74bec397c21.wav,True
12373,dev/bac5ec3d93361cb00414e28a69c93428.wav,processed/v1/audio/dev/bac5ec3d93361cb00414e28a69c93428.wav,True
8089,dev/05228e8a019a7e501eb60cb95d1e268d.wav,processed/v1/audio/dev/05228e8a019a7e501eb60cb95d1e268d.wav,True
15812,dev/4d800a3427af226cb32deb00e0428a6a.wav,processed/v1/audio/dev/4d800a3427af226cb32deb00e0428a6a.wav,True
8729,dev/e60ad97187b5f507b758996cfddbfa79.wav,processed/v1/audio/dev/e60ad97187b5f507b758996cfddbfa79.wav,True
15545,dev/33feee9815f799fd26161a6a6a389335.wav,processed/v1/audio/dev/33feee9815f799fd26161a6a6a389335.wav,True
16991,dev/8649b7fbe11a970176d7a92d24af9696.wav,processed/v1/audio/dev/8649b7fbe11a970176d7a92d24af9696.wav,True
10238,dev/844785be622dad1c6d78af25cc6fe2ef.wav,processed/v1/audio/dev/844785be622dad1c6d78af25cc6fe2ef.wav,True
9215,dev/db6f3eda8ca1bf3d1bf4fd4afacf690f.wav,processed/v1/audio/dev/db6f3eda8ca1bf3d1bf4fd4afacf690f.wav,True
5476,dev/1d6502701ebe92d045cfca2a60d91f51.wav,processed/v1/audio/dev/1d6502701ebe92d045cfca2a60d91f51.wav,True
7345,dev/f7aabab99c1ca09800fcc271f6ab89b8.wav,processed/v1/audio/dev/f7aabab99c1ca09800fcc271f6ab89b8.wav,True
6483,dev/1be5c7a1360b6df98b7285a9df5df845.wav,processed/v1/audio/dev/1be5c7a1360b6df98b7285a9df5df845.wav,True
11596,dev/a3640050db2a00615fb0c1ef025e3dab.wav,processed/v1/audio/dev/a3640050db2a00615fb0c1ef025e3dab.wav,True
12593,dev/82dabc9869b78f62ecd31c31a2e48665.wav,processed/v1/audio/dev/82dabc9869b78f62ecd31c31a2e48665.wav,True
12956,dev/45e5bc390f2d9dc48a2b7716c459d483.wav,processed/v1/audio/dev/45e5bc390f2d9dc48a2b7716c459d483.wav,True
11621,dev/b1133de64fa1e45363c70c5f524e0a20.wav,processed/v1/audio/dev/b1133de64fa1e45363c70c5f524e0a20.wav,True
13231,dev/e119f7d29d214d0140f5a98575b134e8.wav,processed/v1/audio/dev/e119f7d29d214d0140f5a98575b134e8.wav,True
12891,dev/78d9761bb9845374c23b6ff6df68bda7.wav,processed/v1/audio/dev/78d9761bb9845374c23b6ff6df68bda7.wav,True
3602,dev/3f5708131b5e2dec61b4edc05555566a.wav,processed/v1/audio/dev/3f5708131b5e2dec61b4edc05555566a.wav,True
7804,dev/064a3937a30b7a5bb38b4c2fae183fcd.wav,processed/v1/audio/dev/064a3937a30b7a5bb38b4c2fae183fcd.wav,True
6675,dev/34bd9d14c3b6ec5d9f448c53a2e60306.wav,processed/v1/audio/dev/34bd9d14c3b6ec5d9f448c53a2e60306.wav,True
10301,dev/09d039f51067ff795a212f5e683c8a8a.wav,processed/v1/audio/dev/09d039f51067ff795a212f5e683c8a8a.wav,True
13185,dev/b34323d69a5bf6a39dcb7e89f7169a19.wav,processed/v1/audio/dev/b34323d69a5bf6a39dcb7e89f7169a19.wav,True
12872,dev/5719be255af0235c1661477481ca8eb0.wav,processed/v1/audio/dev/5719be255af0235c1661477481ca8eb0.wav,True
3123,dev/952458b3503c189c63b80422a80a0bb0.wav,processed/v1/audio/dev/952458b3503c189c63b80422a80a0bb0.wav,True
1678,dev/fa700a4278316206ed89746f887d9903.wav,processed/v1/audio/dev/fa700a4278316206ed89746f887d9903.wav,True
2932,dev/49e4fe1e37614c8975637b38b6adf024.wav,processed/v1/audio/dev/49e4fe1e37614c8975637b38b6adf024.wav,True
9593,dev/bd9bbd1e3c42aededc8ac51dbdfe7001.wav,processed/v1/audio/dev/bd9bbd1e3c42aededc8ac51dbdfe7001.wav,True
9816,dev/2db1bbcd22149535be37654ec754212c.wav,processed/v1/audio/dev/2db1bbcd22149535be37654ec754212c.wav,True
562,dev/b930b239b08ca32251a9b604d01d0d01.wav,processed/v1/audio/dev/b930b239b08ca32251a9b604d01d0d01.wav,True
11876,dev/5fa6fa43deeaba6840088dae3134121b.wav,processed/v1/audio/dev/5fa6fa43deeaba6840088dae3134121b.wav,True
616,dev/7eaf0a13865637fd8e7bc610b151f6b4.wav,processed/v1/audio/dev/7eaf0a13865637fd8e7bc610b151f6b4.wav,True
12119,dev/a8435c0ddefc335eedb91cef5f6a21a4.wav,processed/v1/audio/dev/a8435c0ddefc335eedb91cef5f6a21a4.wav,True
12768,dev/97a4422c7c31885b6733013409a7daf0.wav,processed/v1/audio/dev/97a4422c7c31885b6733013409a7daf0.wav,True
8697,dev/0af6b19cb42aa3fe9b2107acd90ee722.wav,processed/v1/audio/dev/0af6b19cb42aa3fe9b2107acd90ee722.wav,True
16885,dev/fafc52383c18a1115c5847539fbc8774.wav,processed/v1/audio/dev/fafc52383c18a1115c5847539fbc8774.wav,True
13583,dev/3d61c0a400f791849664e0da3171003f.wav,processed/v1/audio/dev/3d61c0a400f791849664e0da3171003f.wav,True
8808,dev/b22ff843e7a317f71bda2d367bf4aab7.wav,processed/v1/audio/dev/b22ff843e7a317f71bda2d367bf4aab7.wav,True
9614,dev/8154aab1f8e49e69294a65535fff87ae.wav,processed/v1/audio/dev/8154aab1f8e49e69294a65535fff87ae.wav,True
8522,dev/78a51ba8349e81d99ae7fb2216f9f273.wav,processed/v1/audio/dev/78a51ba8349e81d99ae7fb2216f9f273.wav,True
511,dev/68f61e93d72ce3404fba710e031e5578.wav,processed/v1/audio/dev/68f61e93d72ce3404fba710e031e5578.wav,True
15349,dev/923a8fc59f2dfb3b71ab7791b2c56e96.wav,processed/v1/audio/dev/923a8fc59f2dfb3b71ab7791b2c56e96.wav,True
921,dev/768018a94d9deba8ba7c0324c33dcb32.wav,processed/v1/audio/dev/768018a94d9deba8ba7c0324c33dcb32.wav,True
1687,dev/35c1f26b6152c5573fcab45dd2184f11.wav,processed/v1/audio/dev/35c1f26b6152c5573fcab45dd2184f11.wav,True
6723,dev/5846bd9fa82bf4bc4d3cf35d5795cacf.wav,processed/v1/audio/dev/5846bd9fa82bf4bc4d3cf35d5795cacf.wav,True
2668,dev/1225f66f6e867a72340705505cc9c37d.wav,processed/v1/audio/dev/1225f66f6e867a72340705505cc9c37d.wav,True
8594,dev/6d7dd172fc1868facc5c538feec07175.wav,processed/v1/audio/dev/6d7dd172fc1868facc5c538feec07175.wav,True
5108,dev/c13ce5370a88bcb6827bc1d0591c9831.wav,processed/v1/audio/dev/c13ce5370a88bcb6827bc1d0591c9831.wav,True
7424,dev/9113c8c3ac5dcbb19e6fd278af2c6130.wav,processed/v1/audio/dev/9113c8c3ac5dcbb19e6fd278af2c6130.wav,True
6925,dev/c459fcefdc25f0abd3c064bf1afb4f6f.wav,processed/v1/audio/dev/c459fcefdc25f0abd3c064bf1afb4f6f.wav,True
2665,dev/eef4e48b3273b225694ca9ad56261fdc.wav,processed/v1/audio/dev/eef4e48b3273b225694ca9ad56261fdc.wav,True
1380,dev/27466d88d08eb2a8ec656c1edb05b709.wav,processed/v1/audio/dev/27466d88d08eb2a8ec656c1edb05b709.wav,True
6158,dev/0c53de437507c32d3c04610c4d8733fc.wav,processed/v1/audio/dev/0c53de437507c32d3c04610c4d8733fc.wav,True
14989,dev/c1c0e8bfa09629ee2719ba80af205f78.wav,processed/v1/audio/dev/c1c0e8bfa09629ee2719ba80af205f78.wav,True
14755,dev/7d4f4db2853acbd11526e38d43494ffc.wav,processed/v1/audio/dev/7d4f4db2853acbd11526e38d43494ffc.wav,True
4012,dev/5f9d5418fed286d625042e17f067c6d6.wav,processed/v1/audio/dev/5f9d5418fed286d625042e17f067c6d6.wav,True
5755,dev/103032544d95146153d72cc30a67accd.wav,processed/v1/audio/dev/103032544d95146153d72cc30a67accd.wav,True
851,dev/cf0b3ce272bd984f6afa120d9ebfb616.wav,processed/v1/audio/dev/cf0b3ce272bd984f6afa120d9ebfb616.wav,True
1223,dev/2fffa18177a7d2091f2633a0151d9a22.wav,processed/v1/audio/dev/2fffa18177a7d2091f2633a0151d9a22.wav,True
12923,dev/78f6884689cc8d8fb01b17ee005b1965.wav,processed/v1/audio/dev/78f6884689cc8d8fb01b17ee005b1965.wav,True
9299,dev/da5dd56da4f9cbd14a9aeaeb7755553c.wav,processed/v1/audio/dev/da5dd56da4f9cbd14a9aeaeb7755553c.wav,True
4421,dev/8ef9c577c4eac8faf3accef9a42b8c17.wav,processed/v1/audio/dev/8ef9c577c4eac8faf3accef9a42b8c17.wav,True
15836,dev/292071b6f205e28e4928fe5192a7c22b.wav,processed/v1/audio/dev/292071b6f205e28e4928fe5192a7c22b.wav,True
15065,dev/106a8128c29238e84d09eb3856a02c93.wav,processed/v1/audio/dev/106a8128c29238e84d09eb3856a02c93.wav,True
13756,dev/9cf094f0f347bc9cddb38c829d6f4584.wav,processed/v1/audio/dev/9cf094f0f347bc9cddb38c829d6f4584.wav,True
13914,dev/efa27c6b581fb425424262be436d37bd.wav,processed/v1/audio/dev/efa27c6b581fb425424262be436d37bd.wav,True
6655,dev/8fae2e284a7332280f5d10a102f0cc67.wav,processed/v1/audio/dev/8fae2e284a7332280f5d10a102f0cc67.wav,True
6673,dev/9554b5c7ce75328b338d89f443eb9e34.wav,processed/v1/audio/dev/9554b5c7ce75328b338d89f443eb9e34.wav,True
13836,dev/5f491a4df79972de1cb4384101e90397.wav,processed/v1/audio/dev/5f491a4df79972de1cb4384101e90397.wav,True
1416,dev/a96f1d5fde98dc39aa04f3d93227a1b5.wav,processed/v1/audio/dev/a96f1d5fde98dc39aa04f3d93227a1b5.wav,True
15247,dev/5b94bcd001e4f4aba1c77373153e8f80.wav,processed/v1/audio/dev/5b94bcd001e4f4aba1c77373153e8f80.wav,True
10648,dev/6e79f07e8bc7a4994124ae53fe9282e0.wav,processed/v1/audio/dev/6e79f07e8bc7a4994124ae53fe9282e0.wav,True
9383,dev/0eb9f881c6eb1d1adc7eea597bba33c3.wav,processed/v1/audio/dev/0eb9f881c6eb1d1adc7eea597bba33c3.wav,True
15910,dev/26dbb695ab7b73dc9ef8e10d06a864fe.wav,processed/v1/audio/dev/26dbb695ab7b73dc9ef8e10d06a864fe.wav,True
16788,dev/fa86970c444d92fd6b209a5bf6e7c632.wav,processed/v1/audio/dev/fa86970c444d92fd6b209a5bf6e7c632.wav,True
3970,dev/ee82e60f55784b9a89596b3b1c0a21e8.wav,processed/v1/audio/dev/ee82e60f55784b9a89596b3b1c0a21e8.wav,True
13978,dev/62adc4598ef6b8b4d52b8d634154a219.wav,processed/v1/audio/dev/62adc4598ef6b8b4d52b8d634154a219.wav,True
4900,dev/c0eda0b9c9e4e8ab6223965e96bb0990.wav,processed/v1/audio/dev/c0eda0b9c9e4e8ab6223965e96bb0990.wav,True
15015,dev/c812edc9c268c4b5397c3fcd2fc377d3.wav,processed/v1/audio/dev/c812edc9c268c4b5397c3fcd2fc377d3.wav,True
5436,dev/08803544868969e088a4f72777402d12.wav,processed/v1/audio/dev/08803544868969e088a4f72777402d12.wav,True
14721,dev/ff7b9d4ca38bf0ea6815b08722c332f4.wav,processed/v1/audio/dev/ff7b9d4ca38bf0ea6815b08722c332f4.wav,True
6548,dev/159d8e7a9315d82de810f9af189191fa.wav,processed/v1/audio/dev/159d8e7a9315d82de810f9af189191fa.wav,True
5154,dev/03311753afa2e105b6791dbfcf11b5ba.wav,processed/v1/audio/dev/03311753afa2e105b6791dbfcf11b5ba.wav,True
11333,dev/7134c4b6ca7ec6cd5ef29a05c4bce5ed.wav,processed/v1/audio/dev/7134c4b6ca7ec6cd5ef29a05c4bce5ed.wav,True
10488,dev/5a22941818974a15441f883e058c2114.wav,processed/v1/audio/dev/5a22941818974a15441f883e058c2114.wav,True
16396,dev/bac848b6d85f2e343735c7955b07c10b.wav,processed/v1/audio/dev/bac848b6d85f2e343735c7955b07c10b.wav,True
3285,dev/6ac312e81be989aab3bf2a54ebd87790.wav,processed/v1/audio/dev/6ac312e81be989aab3bf2a54ebd87790.wav,True
30,dev/5efe14e8b6e010c356bade507489a7bd.wav,processed/v1/audio/dev/5efe14e8b6e010c356bade507489a7bd.wav,True
13938,dev/8bd1017658485b2b7efa3dec4ef18597.wav,processed/v1/audio/dev/8bd1017658485b2b7efa3dec4ef18597.wav,True
2303,dev/b4ef0aa96a46cdfaece1fee3b4548fe5.wav,processed/v1/audio/dev/b4ef0aa96a46cdfaece1fee3b4548fe5.wav,True
15581,dev/4a0961d85ff9ab38ffdc348d21ee8015.wav,processed/v1/audio/dev/4a0961d85ff9ab38ffdc348d21ee8015.wav,True
6558,dev/6c3d4943fb953d4f2e21554a0d5c4c1d.wav,processed/v1/audio/dev/6c3d4943fb953d4f2e21554a0d5c4c1d.wav,True
2834,dev/aa422f1f362ecaa7150d30fbc918188a.wav,processed/v1/audio/dev/aa422f1f362ecaa7150d30fbc918188a.wav,True
9355,dev/6449ca6d9f720aed8087a0b11e263a64.wav,processed/v1/audio/dev/6449ca6d9f720aed8087a0b11e263a64.wav,True
4497,dev/f14b5edd97477516efff0ac6c636851c.wav,processed/v1/audio/dev/f14b5edd97477516efff0ac6c636851c.wav,True
13859,dev/a16ae75500e7b0d9b681328d16861116.wav,processed/v1/audio/dev/a16ae75500e7b0d9b681328d16861116.wav,True
10290,dev/ca3c708697b5100f03783e5c0838097a.wav,processed/v1/audio/dev/ca3c708697b5100f03783e5c0838097a.wav,True
1222,dev/f3880a046156159d4b0ebb7d5d18267e.wav,processed/v1/audio/dev/f3880a046156159d4b0ebb7d5d18267e.wav,True
6990,dev/92efd117af420f46bef381659d917481.wav,processed/v1/audio/dev/92efd117af420f46bef381659d917481.wav,True
4481,dev/eb2ff25796a03d98d92ccc1f5735652e.wav,processed/v1/audio/dev/eb2ff25796a03d98d92ccc1f5735652e.wav,True
9123,dev/67d6a7710b97d2fe4493945163b2ec64.wav,processed/v1/audio/dev/67d6a7710b97d2fe4493945163b2ec64.wav,True
13499,dev/84a0dfcd11a34b122a3ee77e2ed980e5.wav,processed/v1/audio/dev/84a0dfcd11a34b122a3ee77e2ed980e5.wav,True
14775,dev/c850ead525c66b9f1cbb05053ccf134d.wav,processed/v1/audio/dev/c850ead525c66b9f1cbb05053ccf134d.wav,True
7675,dev/d49df1f59ec84b515d9f6dcf4e0ec3df.wav,processed/v1/audio/dev/d49df1f59ec84b515d9f6dcf4e0ec3df.wav,True
8329,dev/8b06dcd611e40dbfe48ca34eba8b06ca.wav,processed/v1/audio/dev/8b06dcd611e40dbfe48ca34eba8b06ca.wav,True
4582,dev/6b9a75cc41ada4394e086c8545fbafb8.wav,processed/v1/audio/dev/6b9a75cc41ada4394e086c8545fbafb8.wav,True
15632,dev/13ef4bc6f91b9d9231f18b93aaf7acfa.wav,processed/v1/audio/dev/13ef4bc6f91b9d9231f18b93aaf7acfa.wav,True
15193,dev/f9d35fb7408a17c1d8d4fb2bc2e6292f.wav,processed/v1/audio/dev/f9d35fb7408a17c1d8d4fb2bc2e6292f.wav,True
13271,dev/354fc3f1ca9964c61f5ba0de9baaa100.wav,processed/v1/audio/dev/354fc3f1ca9964c61f5ba0de9baaa100.wav,True
230,dev/be3c176f9b3b1f36e15dd24320b0babb.wav,processed/v1/audio/dev/be3c176f9b3b1f36e15dd24320b0babb.wav,True
415,dev/ff161bd7b0386737f19205ec3aa886ff.wav,processed/v1/audio/dev/ff161bd7b0386737f19205ec3aa886ff.wav,True
1224,dev/249b9cea948fd605b0afa3ef01ea2e38.wav,processed/v1/audio/dev/249b9cea948fd605b0afa3ef01ea2e38.wav,True
13875,dev/c614c1c428bd0c99a04a1eb699e55e72.wav,processed/v1/audio/dev/c614c1c428bd0c99a04a1eb699e55e72.wav,True
12247,dev/e6274c82d5e9156653e0a5d073e5edc9.wav,processed/v1/audio/dev/e6274c82d5e9156653e0a5d073e5edc9.wav,True
12980,dev/db4363f9987795f696095ff602b6e936.wav,processed/v1/audio/dev/db4363f9987795f696095ff602b6e936.wav,True
13645,dev/9a81588b03351754cf833a08e46ae9dc.wav,processed/v1/audio/dev/9a81588b03351754cf833a08e46ae9dc.wav,True
8384,dev/1b0198e0590824a443eb866589c973c2.wav,processed/v1/audio/dev/1b0198e0590824a443eb866589c973c2.wav,True
15374,dev/a381a27fdfe4b7cee0786677e86f674e.wav,processed/v1/audio/dev/a381a27fdfe4b7cee0786677e86f674e.wav,True
16448,dev/7c260acea91e85a6aee432cf05bd8dea.wav,processed/v1/audio/dev/7c260acea91e85a6aee432cf05bd8dea.wav,True
10941,dev/d03b7b1be0618780c06face096b7f19f.wav,processed/v1/audio/dev/d03b7b1be0618780c06face096b7f19f.wav,True
896,dev/a636a7171f31493ee8226d4eb060ce45.wav,processed/v1/audio/dev/a636a7171f31493ee8226d4eb060ce45.wav,True
3166,dev/d7f5624b8de6bd68419348b718b48f9f.wav,processed/v1/audio/dev/d7f5624b8de6bd68419348b718b48f9f.wav,True
5793,dev/718c46c037348a23c4e8a5aa5768f2de.wav,processed/v1/audio/dev/718c46c037348a23c4e8a5aa5768f2de.wav,True
3840,dev/2f98a451929513d9367fdddf724dddb2.wav,processed/v1/audio/dev/2f98a451929513d9367fdddf724dddb2.wav,True
5854,dev/cc7c5aa3a08423fb37c96b2294a74797.wav,processed/v1/audio/dev/cc7c5aa3a08423fb37c96b2294a74797.wav,True
7016,dev/757ffa6788763cb4f9746af8c91baa3f.wav,processed/v1/audio/dev/757ffa6788763cb4f9746af8c91baa3f.wav,True
5621,dev/de6e5bd2fa2d6390a18b41184b05b1b2.wav,processed/v1/audio/dev/de6e5bd2fa2d6390a18b41184b05b1b2.wav,True
10746,dev/20c9519d53b53555bb1c81684c5b44bb.wav,processed/v1/audio/dev/20c9519d53b53555bb1c81684c5b44bb.wav,True
536,dev/a4c713b074ab32d6a1655392d5225cd0.wav,processed/v1/audio/dev/a4c713b074ab32d6a1655392d5225cd0.wav,True
13720,dev/a1297792f70694aa58fb0ff80ea55262.wav,processed/v1/audio/dev/a1297792f70694aa58fb0ff80ea55262.wav,True
12464,dev/7310ed8eac52a8e24a0422cce4eb4715.wav,processed/v1/audio/dev/7310ed8eac52a8e24a0422cce4eb4715.wav,True
6875,dev/7565c31739f94ac317a5bff1decddea1.wav,processed/v1/audio/dev/7565c31739f94ac317a5bff1decddea1.wav,True
16848,dev/2e562127443ff912260060535d13c3be.wav,processed/v1/audio/dev/2e562127443ff912260060535d13c3be.wav,True
5937,dev/eb4e5836c3bf6ec703105a22687f34df.wav,processed/v1/audio/dev/eb4e5836c3bf6ec703105a22687f34df.wav,True
638,dev/155cca65ad25ae6dac61e89da9d8c072.wav,processed/v1/audio/dev/155cca65ad25ae6dac61e89da9d8c072.wav,True
10364,dev/4dbf2b2e26e2a585d2e286190ea83747.wav,processed/v1/audio/dev/4dbf2b2e26e2a585d2e286190ea83747.wav,True
12451,dev/336db92681b0de35bcaff63fdfe582f6.wav,processed/v1/audio/dev/336db92681b0de35bcaff63fdfe582f6.wav,True
2600,dev/0096024bfdf3cc018eb6c9ee357c62ae.wav,processed/v1/audio/dev/0096024bfdf3cc018eb6c9ee357c62ae.wav,True
3082,dev/be17e5da7cb2b7679904026db3315489.wav,processed/v1/audio/dev/be17e5da7cb2b7679904026db3315489.wav,True
8258,dev/a74fd7808ccb3d90880d813bdd791ff9.wav,processed/v1/audio/dev/a74fd7808ccb3d90880d813bdd791ff9.wav,True
12441,dev/0e40bd6874771534533d36ada8071149.wav,processed/v1/audio/dev/0e40bd6874771534533d36ada8071149.wav,True
11721,dev/eb764555652d67223b0b19f539c50e90.wav,processed/v1/audio/dev/eb764555652d67223b0b19f539c50e90.wav,True
9834,dev/6e7e2e33f2b2708800ab2eb0f4b99e5d.wav,processed/v1/audio/dev/6e7e2e33f2b2708800ab2eb0f4b99e5d.wav,True
318,dev/286015dc29b95efa03e01ba46dd118fb.wav,processed/v1/audio/dev/286015dc29b95efa03e01ba46dd118fb.wav,True
15541,dev/769b58a376a3352244a5aa9bb09c2485.wav,processed/v1/audio/dev/769b58a376a3352244a5aa9bb09c2485.wav,True
16769,dev/8edf642c997bd8cd75418b9e8c8e41ce.wav,processed/v1/audio/dev/8edf642c997bd8cd75418b9e8c8e41ce.wav,True
14384,dev/a63f4234692ed8e952448a8d69754cfb.wav,processed/v1/audio/dev/a63f4234692ed8e952448a8d69754cfb.wav,True
