audio_id,speaker_id,protocol,split,role,embedding_path,file_exists,embedding_dim,dimension_ok,has_nan,is_zero_vector,l2_norm,l2_norm_ok,latency_ms,latency_ok,valid,issues
5666,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5666.npy,true,192,true,false,false,0.99999994,true,2258.442,true,true,
12533,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12533.npy,true,192,true,false,false,0.99999994,true,618.097,true,true,
4971,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/4971.npy,true,192,true,false,false,0.99999994,true,519.233,true,true,
16929,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16929.npy,true,192,true,false,false,0.99999994,true,718.289,true,true,
8788,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8788.npy,true,192,true,false,false,1.00000000,true,1121.324,true,true,
3701,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/3701.npy,true,192,true,false,false,1.00000000,true,390.580,true,true,
8751,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8751.npy,true,192,true,false,false,1.00000000,true,484.354,true,true,
2140,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2140.npy,true,192,true,false,false,1.00000000,true,680.783,true,true,
15294,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15294.npy,true,192,true,false,false,1.00000000,true,707.505,true,true,
10293,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/10293.npy,true,192,true,false,false,1.00000000,true,589.285,true,true,
9736,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/9736.npy,true,192,true,false,false,1.00000000,true,604.618,true,true,
708,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/708.npy,true,192,true,false,false,1.00000000,true,570.789,true,true,
15897,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15897.npy,true,192,true,false,false,0.99999994,true,685.965,true,true,
6132,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/6132.npy,true,192,true,false,false,1.00000000,true,728.453,true,true,
2693,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2693.npy,true,192,true,false,false,1.00000000,true,382.934,true,true,
9425,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/9425.npy,true,192,true,false,false,1.00000000,true,694.595,true,true,
16840,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16840.npy,true,192,true,false,false,1.00000000,true,385.588,true,true,
11608,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/11608.npy,true,192,true,false,false,0.99999994,true,545.024,true,true,
2095,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2095.npy,true,192,true,false,false,1.00000000,true,776.798,true,true,
5636,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5636.npy,true,192,true,false,false,0.99999988,true,775.014,true,true,
15625,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15625.npy,true,192,true,false,false,1.00000000,true,761.234,true,true,
12108,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12108.npy,true,192,true,false,false,1.00000000,true,935.194,true,true,
16161,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16161.npy,true,192,true,false,false,1.00000000,true,817.075,true,true,
9725,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/9725.npy,true,192,true,false,false,1.00000000,true,835.557,true,true,
2520,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2520.npy,true,192,true,false,false,1.00000000,true,855.346,true,true,
14930,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/14930.npy,true,192,true,false,false,1.00000000,true,584.906,true,true,
1914,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/1914.npy,true,192,true,false,false,1.00000000,true,563.758,true,true,
3149,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/3149.npy,true,192,true,false,false,1.00000000,true,593.547,true,true,
11305,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/11305.npy,true,192,true,false,false,1.00000000,true,689.131,true,true,
5290,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5290.npy,true,192,true,false,false,1.00000000,true,590.687,true,true,
271,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/271.npy,true,192,true,false,false,1.00000000,true,1029.034,true,true,
3973,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/3973.npy,true,192,true,false,false,1.00000000,true,2429.588,true,true,
14593,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/14593.npy,true,192,true,false,false,0.99999994,true,1375.061,true,true,
2879,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2879.npy,true,192,true,false,false,1.00000000,true,1712.112,true,true,
5113,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5113.npy,true,192,true,false,false,1.00000000,true,1507.626,true,true,
4317,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/4317.npy,true,192,true,false,false,0.99999994,true,900.203,true,true,
4942,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/4942.npy,true,192,true,false,false,1.00000000,true,1013.157,true,true,
14868,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/14868.npy,true,192,true,false,false,1.00000000,true,1111.948,true,true,
7893,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/7893.npy,true,192,true,false,false,0.99999994,true,1120.650,true,true,
1548,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/1548.npy,true,192,true,false,false,0.99999994,true,976.528,true,true,
741,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/741.npy,true,192,true,false,false,1.00000000,true,857.947,true,true,
5015,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/5015.npy,true,192,true,false,false,1.00000000,true,1277.327,true,true,
12373,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12373.npy,true,192,true,false,false,0.99999994,true,650.550,true,true,
8089,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8089.npy,true,192,true,false,false,1.00000000,true,562.156,true,true,
15812,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/15812.npy,true,192,true,false,false,1.00000000,true,803.872,true,true,
8729,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8729.npy,true,192,true,false,false,0.99999994,true,629.294,true,true,
15545,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/15545.npy,true,192,true,false,false,1.00000000,true,600.258,true,true,
16991,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/16991.npy,true,192,true,false,false,1.00000000,true,1187.160,true,true,
10238,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/10238.npy,true,192,true,false,false,1.00000000,true,1063.007,true,true,
9215,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/9215.npy,true,192,true,false,false,0.99999988,true,865.248,true,true,
5476,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/5476.npy,true,192,true,false,false,1.00000000,true,544.774,true,true,
7345,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/7345.npy,true,192,true,false,false,1.00000000,true,932.605,true,true,
6483,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6483.npy,true,192,true,false,false,1.00000000,true,638.009,true,true,
11596,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/11596.npy,true,192,true,false,false,1.00000000,true,1385.777,true,true,
12593,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12593.npy,true,192,true,false,false,1.00000000,true,1006.905,true,true,
12956,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12956.npy,true,192,true,false,false,1.00000000,true,873.875,true,true,
11621,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/11621.npy,true,192,true,false,false,1.00000000,true,476.658,true,true,
13231,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13231.npy,true,192,true,false,false,0.99999994,true,451.821,true,true,
12891,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12891.npy,true,192,true,false,false,0.99999988,true,623.943,true,true,
3602,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/3602.npy,true,192,true,false,false,1.00000000,true,558.480,true,true,
7804,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/7804.npy,true,192,true,false,false,1.00000000,true,1009.100,true,true,
6675,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6675.npy,true,192,true,false,false,0.99999994,true,809.788,true,true,
10301,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/10301.npy,true,192,true,false,false,1.00000000,true,684.393,true,true,
13185,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13185.npy,true,192,true,false,false,1.00000000,true,1035.055,true,true,
12872,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12872.npy,true,192,true,false,false,0.99999994,true,858.498,true,true,
3123,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/3123.npy,true,192,true,false,false,0.99999994,true,556.411,true,true,
1678,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/1678.npy,true,192,true,false,false,1.00000000,true,1143.601,true,true,
2932,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/2932.npy,true,192,true,false,false,0.99999994,true,594.393,true,true,
9593,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/9593.npy,true,192,true,false,false,1.00000000,true,945.243,true,true,
9816,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/9816.npy,true,192,true,false,false,0.99999994,true,952.093,true,true,
562,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/562.npy,true,192,true,false,false,0.99999994,true,703.279,true,true,
11876,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/11876.npy,true,192,true,false,false,1.00000012,true,773.092,true,true,
616,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/616.npy,true,192,true,false,false,1.00000000,true,831.751,true,true,
12119,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12119.npy,true,192,true,false,false,0.99999994,true,763.151,true,true,
12768,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12768.npy,true,192,true,false,false,1.00000000,true,869.804,true,true,
8697,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8697.npy,true,192,true,false,false,0.99999994,true,1121.421,true,true,
16885,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/16885.npy,true,192,true,false,false,1.00000000,true,1333.361,true,true,
13583,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13583.npy,true,192,true,false,false,1.00000000,true,638.062,true,true,
8808,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8808.npy,true,192,true,false,false,1.00000000,true,767.436,true,true,
9614,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/9614.npy,true,192,true,false,false,1.00000000,true,581.755,true,true,
8522,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8522.npy,true,192,true,false,false,1.00000000,true,461.657,true,true,
511,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/511.npy,true,192,true,false,false,1.00000000,true,277.710,true,true,
15349,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/15349.npy,true,192,true,false,false,1.00000000,true,596.095,true,true,
921,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/921.npy,true,192,true,false,false,1.00000000,true,613.428,true,true,
1687,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/1687.npy,true,192,true,false,false,0.99999994,true,390.913,true,true,
6723,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6723.npy,true,192,true,false,false,0.99999994,true,467.889,true,true,
2668,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/2668.npy,true,192,true,false,false,1.00000000,true,621.658,true,true,
8594,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/8594.npy,true,192,true,false,false,1.00000000,true,841.682,true,true,
5108,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/5108.npy,true,192,true,false,false,1.00000000,true,546.369,true,true,
7424,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/7424.npy,true,192,true,false,false,1.00000000,true,427.232,true,true,
6925,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6925.npy,true,192,true,false,false,1.00000000,true,696.077,true,true,
2665,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/2665.npy,true,192,true,false,false,0.99999994,true,669.741,true,true,
1380,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/1380.npy,true,192,true,false,false,0.99999994,true,746.628,true,true,
6158,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6158.npy,true,192,true,false,false,0.99999994,true,545.690,true,true,
14989,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/14989.npy,true,192,true,false,false,1.00000000,true,713.448,true,true,
14755,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/14755.npy,true,192,true,false,false,1.00000000,true,509.122,true,true,
4012,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/4012.npy,true,192,true,false,false,1.00000000,true,476.899,true,true,
5755,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/5755.npy,true,192,true,false,false,0.99999994,true,452.767,true,true,
851,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/851.npy,true,192,true,false,false,1.00000000,true,543.105,true,true,
1223,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/1223.npy,true,192,true,false,false,1.00000000,true,562.981,true,true,
12923,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/12923.npy,true,192,true,false,false,1.00000000,true,1108.368,true,true,
9299,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/9299.npy,true,192,true,false,false,1.00000000,true,1388.174,true,true,
4421,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/4421.npy,true,192,true,false,false,1.00000000,true,598.022,true,true,
15836,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/15836.npy,true,192,true,false,false,1.00000000,true,881.872,true,true,
15065,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/15065.npy,true,192,true,false,false,1.00000000,true,1100.644,true,true,
13756,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13756.npy,true,192,true,false,false,1.00000000,true,675.302,true,true,
13914,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13914.npy,true,192,true,false,false,1.00000000,true,1165.278,true,true,
6655,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6655.npy,true,192,true,false,false,0.99999994,true,767.274,true,true,
6673,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/6673.npy,true,192,true,false,false,0.99999994,true,604.645,true,true,
13836,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/13836.npy,true,192,true,false,false,1.00000000,true,703.453,true,true,
1416,exp_svm_spk_0008,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_train/1416.npy,true,192,true,false,false,1.00000000,true,350.369,true,true,
